profile,stage10_h,stage20_h,r1,r2,r3,r4,r5,levels_to_r5,avg_min_to_r5,levels_12h,avg_min_12h
casual,0.014099664902998237,0.07311614137905524,2.2077667996799026,4.628175565407218,8.523495462142812,13.956171718969621,20.57771507107088,370,3.336926768281765,235,3.019839665350426
normal,0.00890808201058201,0.05783127563999292,0.8388142291781749,2.100295397200031,4.269954124661458,7.829777859399565,12.401716559046738,370,2.0110891717373085,367,1.9528069251441609
top,0.0036461611237087427,0.011271060846560847,0.34778434001675346,0.7584013408101901,1.4023659558884847,2.3809645822894567,3.65820887515718,370,0.5932230608362996,1491,0.48266003474427227
