profile,stage10_h,stage20_h,r1,r2,r3,r4,r5,levels_to_r5,avg_min_to_r5,levels_12h,avg_min_12h
casual,0.014099664902998237,1.0382227460672449,2.4463201978066986,5.0518947984762415,8.95241312596444,14.42000155615622,21.041265417139147,370,3.4120970946712137,233,3.057694920465092
normal,0.00890808201058201,0.35764525289114424,0.8313255275450699,2.0940615835559235,4.241272843336884,7.796037611190845,12.366632027178468,370,2.0053997881911028,367,1.9470710343755067
top,0.0036461611237087427,0.011271060846560847,0.3727829524187883,0.8011900911430813,1.450475700841973,2.430973743937058,3.7082180368047815,370,0.6013326546169917,1486,0.4842303102659807
