label,player_level,delta,stage_a,stage_b,freeze,multiplier,p_a,p_b,value_a,value_b,kill_a,kill_b,ratio,gold_ratio,exp_ratio
grid,150,30,118,148,off,10,0.001,0.0001,0.34668587896253605,0.42449567723343046,1.0635135174616455,2.85632434603905,64.17257989393036,0.15582979547540105,0.43807399630763816,0.43807399630763816
grid,150,100,48,148,on,2,0.001,0.0005,0.16512968299711814,0.3648414985590778,0.6651111111111112,2.85632434603905,8.814580129929919,0.2268967971836795,0.000022592862173011,0.00002259261837654638
grid,150,100,48,148,on,5,0.001,0.0002,0.16512968299711814,0.3648414985590778,0.6651111111111112,2.85632434603905,22.036450324824795,0.2268967971836795,0.000022592862173011,0.00002259261837654638
grid,150,100,48,148,on,10,0.001,0.0001,0.16512968299711814,0.3648414985590778,0.6651111111111112,2.85632434603905,44.07290064964959,0.2268967971836795,0.000022592862173011,0.00002259261837654638
grid,150,100,48,148,off,2,0.001,0.0005,0.16512968299711814,0.42449567723343046,0.6651111111111112,2.85632434603905,7.5758713133002376,0.26399603653361825,0.000022592862173011,0.00002259261837654638
grid,150,100,48,148,off,5,0.001,0.0002,0.16512968299711814,0.42449567723343046,0.6651111111111112,2.85632434603905,18.939678283250593,0.26399603653361825,0.000022592862173011,0.00002259261837654638
grid,150,100,48,148,off,10,0.001,0.0001,0.16512968299711814,0.42449567723343046,0.6651111111111112,2.85632434603905,37.87935656650119,0.26399603653361825,0.000022592862173011,0.00002259261837654638
grid,1000,1,971,972,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,46.42049078860427,2.657123142863783,0.6485208124865047,3.083941118761888,1.1804084806088797,1.1804084806088795
grid,1000,1,971,972,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,46.42049078860427,2.657123142863783,1.6213020312162618,3.083941118761888,1.1804084806088797,1.1804084806088795
grid,1000,1,971,972,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,46.42049078860427,2.657123142863783,3.2426040624325236,3.083941118761888,1.1804084806088797,1.1804084806088795
grid,1000,1,971,972,off,2,0.001,0.0005,2.5590778097983096,2.5616714697406726,46.42049078860427,2.657123142863783,0.6478641933716012,3.087066734760633,1.1804084806088797,1.1804084806088795
grid,1000,1,971,972,off,5,0.001,0.0002,2.5590778097983096,2.5616714697406726,46.42049078860427,2.657123142863783,1.619660483429003,3.087066734760633,1.1804084806088797,1.1804084806088795
grid,1000,1,971,972,off,10,0.001,0.0001,2.5590778097983096,2.5616714697406726,46.42049078860427,2.657123142863783,3.239320966858006,3.087066734760633,1.1804084806088797,1.1804084806088795
grid,1000,5,967,972,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,25.839163162385518,2.657123142863783,1.1458321196032792,1.7454563943385168,1.1719294231953374,1.1719294231953374
grid,1000,5,967,972,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,25.839163162385518,2.657123142863783,2.8645802990081983,1.7454563943385168,1.1719294231953374,1.1719294231953374
grid,1000,5,967,972,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,25.839163162385518,2.657123142863783,5.729160598016397,1.7454563943385168,1.1719294231953374,1.1719294231953374
grid,1000,5,967,972,off,2,0.001,0.0005,2.548703170028857,2.5616714697406726,25.839163162385518,2.657123142863783,1.1400314170065704,1.7543376175118808,1.1719294231953374,1.1719294231953374
grid,1000,5,967,972,off,5,0.001,0.0002,2.548703170028857,2.5616714697406726,25.839163162385518,2.657123142863783,2.850078542516426,1.7543376175118808,1.1719294231953374,1.1719294231953374
grid,1000,5,967,972,off,10,0.001,0.0001,2.548703170028857,2.5616714697406726,25.839163162385518,2.657123142863783,5.700157085032852,1.7543376175118808,1.1719294231953374,1.1719294231953374
grid,1000,10,962,972,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,13.03052579821583,2.657123142863783,2.191876174636672,0.9124603037083162,1.0906529058472767,1.0906529058472767
grid,1000,10,962,972,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,13.03052579821583,2.657123142863783,5.479690436591681,0.9124603037083162,1.0906529058472767,1.0906529058472767
grid,1000,10,962,972,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,13.03052579821583,2.657123142863783,10.959380873183362,0.9124603037083162,1.0906529058472767,1.0906529058472767
grid,1000,10,962,972,off,2,0.001,0.0005,2.535734870317041,2.5616714697406726,13.03052579821583,2.657123142863783,2.1696837057743363,0.9217933446599867,1.0906529058472767,1.0906529058472767
grid,1000,10,962,972,off,5,0.001,0.0002,2.535734870317041,2.5616714697406726,13.03052579821583,2.657123142863783,5.424209264435841,0.9217933446599867,1.0906529058472767,1.0906529058472767
grid,1000,10,962,972,off,10,0.001,0.0001,2.535734870317041,2.5616714697406726,13.03052579821583,2.657123142863783,10.848418528871681,0.9217933446599867,1.0906529058472767,1.0906529058472767
grid,1000,30,942,972,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,1.0635135174616455,2.657123142863783,14.90330688628797,0.1341984041031949,0.41544496963190597,0.41544496963190597
grid,1000,30,942,972,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,1.0635135174616455,2.657123142863783,37.258267215719926,0.1341984041031949,0.41544496963190597,0.41544496963190597
grid,1000,30,942,972,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,1.0635135174616455,2.657123142863783,74.51653443143985,0.1341984041031949,0.41544496963190597,0.41544496963190597
grid,1000,30,942,972,off,2,0.001,0.0005,2.483861671469778,2.5616714697406726,1.0635135174616455,2.657123142863783,14.450624598145575,0.1384023220876319,0.41544496963190597,0.41544496963190597
grid,1000,30,942,972,off,5,0.001,0.0002,2.483861671469778,2.5616714697406726,1.0635135174616455,2.657123142863783,36.12656149536394,0.1384023220876319,0.41544496963190597,0.41544496963190597
grid,1000,30,942,972,off,10,0.001,0.0001,2.483861671469778,2.5616714697406726,1.0635135174616455,2.657123142863783,72.25312299072787,0.1384023220876319,0.41544496963190597,0.41544496963190597
grid,1000,100,872,972,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,0.6651111111111112,2.657123142863783,18.4691429956366,0.1082887278783053,0.000021425881966736815,0.00002142588196673681
grid,1000,100,872,972,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,0.6651111111111112,2.657123142863783,46.1728574890915,0.1082887278783053,0.000021425881966736815,0.00002142588196673681
grid,1000,100,872,972,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,0.6651111111111112,2.657123142863783,92.345714978183,0.1082887278783053,0.000021425881966736815,0.00002142588196673681
grid,1000,100,872,972,off,2,0.001,0.0005,2.3023054755043564,2.5616714697406726,0.6651111111111112,2.657123142863783,16.599165642045307,0.12048798374142648,0.000021425881966736815,0.00002142588196673681
grid,1000,100,872,972,off,5,0.001,0.0002,2.3023054755043564,2.5616714697406726,0.6651111111111112,2.657123142863783,41.49791410511327,0.12048798374142648,0.000021425881966736815,0.00002142588196673681
grid,1000,100,872,972,off,10,0.001,0.0001,2.3023054755043564,2.5616714697406726,0.6651111111111112,2.657123142863783,82.99582821022653,0.12048798374142648,0.000021425881966736815,0.00002142588196673681
example,10,13,1,14,on,2,0.001,0.0005,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,3.0988614048000778,0.6453983378869534,1.782842732982128,1.7660234619162585
example,10,13,1,14,on,5,0.001,0.0002,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,7.747153512000194,0.6453983378869534,1.782842732982128,1.7660234619162585
example,10,13,1,14,on,10,0.001,0.0001,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,15.494307024000388,0.6453983378869534,1.782842732982128,1.7660234619162585
example,10,13,1,14,off,2,0.001,0.0005,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,3.0988614048000778,0.6453983378869534,1.782842732982128,1.7660234619162585
example,10,13,1,14,off,5,0.001,0.0002,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,7.747153512000194,0.6453983378869534,1.782842732982128,1.7660234619162585
example,10,13,1,14,off,10,0.001,0.0001,0.043227665706051875,0.07694524495677234,2.212440034557013,1.1072050892385117,15.494307024000388,0.6453983378869534,1.782842732982128,1.7660234619162585
