profile,early_levels,early_avg_min,early_max_min,segment,late_avg_min,late_max_min,first_over_late_stage,stall_max_min
casual,233,3.057518578679972,11.799855555555554,101 ~ 500,1.6159359227231556,17.943868353277026,285,65.02623900313556
casual,233,3.057518578679972,11.799855555555554,501 ~ 1000,3.183169618863746,5.625029629629638,285,65.02623900313556
casual,233,3.057518578679972,11.799855555555554,1001 ~ 2000,3.33305496244318,7.274987836595551,285,65.02623900313556
casual,233,3.057518578679972,11.799855555555554,2001 ~ 10000,24.930619831169132,72.59843409758072,285,65.02623900313556
casual,233,3.057518578679972,11.799855555555554,10001 ~ 17000,71.00362941718589,76.91747723325871,285,65.02623900313556
casual,233,3.057518578679972,11.799855555555554,17001 ~ 25300,84.5624217225134,100.19396948133857,285,65.02623900313556
normal,367,1.9470450726172794,10.355049211134117,101 ~ 500,0.7075098413655436,9.314930800359546,8805,27.32881041415264
normal,367,1.9470450726172794,10.355049211134117,501 ~ 1000,2.3100029178490855,3.1975888888888884,8805,27.32881041415264
normal,367,1.9470450726172794,10.355049211134117,1001 ~ 2000,2.361428308466009,3.126391565175511,8805,27.32881041415264
normal,367,1.9470450726172794,10.355049211134117,2001 ~ 10000,7.3228540454304385,19.97331834558231,8805,27.32881041415264
normal,367,1.9470450726172794,10.355049211134117,10001 ~ 17000,19.872550404745784,21.43011563796839,8805,27.32881041415264
normal,367,1.9470450726172794,10.355049211134117,17001 ~ 25300,19.447549521333507,25.88232156209888,8805,27.32881041415264
top,1486,0.4842245287064401,3.49726779843638,1001 ~ 2000,0.6107089977386528,0.975154910027234,34015,10.145448925114852
top,1486,0.4842245287064401,3.49726779843638,2001 ~ 10000,2.3949120819805634,6.447678032265874,34015,10.145448925114852
top,1486,0.4842245287064401,3.49726779843638,10001 ~ 17000,6.248629192709316,6.970089719127616,34015,10.145448925114852
top,1486,0.4842245287064401,3.49726779843638,17001 ~ 25300,7.918765683575997,9.772885717414226,34015,10.145448925114852
